EIN,Name in IRS Master File,NTEE Code,NTEE Type (26),NTEE Classification,Affiliation,Founded,Overall,Financial Socre,Transparency Score,Tel,Website,Street,City,State,Zip
52-1233092,Strathmore Hall Foundation Inc,A61,"Arts, Culture and Humanities",Performing Arts Centers,Independent ,"October, 1982",86.58,84.54,89,tel: (301) 581-5200,http://www.strathmore.org,5301 Tuckerman Lane,North Bethesda,MD,20852
02-0260158,Strawbery Banke Museum,A54,"Arts, Culture and Humanities",History Museums,Independent ,"February, 1967",86.97,85.22,89,tel: (603) 433-1100,http://strawberybanke.org/,PO BOX 300,Portsmouth,NH,3802
74-2703460,Streams Ministries International,X21,"Religion-Related, Spiritual Development",Protestant,Independent ,"May, 1995",64.87,87.23,52,tel: (888) 441-8080,http://www.streamsministries.com,1420 Lakeside Parkway,Flower Mound,TX,75028
73-0942963,Street School Inc,B24,Educational Institutions and Related Activities,"Primary, Elementary Schools",Independent ,"January, 1975",94.21,95.77,93,tel: (918) 833-9800,http://www.streetschool.org,1135 South Yale Avenue,Tulsa,OK,74112
62-1763815,Streets Ministries Inc,P30,Human Services - Multipurpose and Other,"Children's, Youth Services",Independent ,"May, 1999",87.94,86.97,89,tel: (901) 525-7380,http://www.streetsministries.org/,430 Vance Avenue,Memphis,TN,38126
84-1101995,Strings Music Festival,A68,"Arts, Culture and Humanities",Music,Independent ,"January, 1989",83.72,79.78,89,tel: (970) 879-5056,http://www.stringsmusicfestival.com/,900 Strings Road,Steamboat Springs,CO,80477
13-3255679,East Harlem Employment Services Inc,J20,"Employment, Job-Related","Employment Procurement Assistance, Job Training",Independent ,"May, 1985",89.47,86.86,93,tel: (212) 360-1100,http://www.striveinternational.org,240 East 123rd Street,New York,NY,10035
52-0897806,Strong City Baltimore,S20,"Community Improvement, Capacity Building","Community, Neighborhood Development, Improvement (General)",Independent ,"March, 1970",79.61,73.36,89,tel: (410) 261-3500,http://strongcitybaltimore.org/,3503 North Charles Street,Baltimore,MD,21218
94-3080305,Stronger Families,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"May, 1993",87.59,84.39,92,tel: (425) 679-5671,http://www.strongerfamilies.org/,"2055 152nd Avenue, NE",Redmond,WA,98052
52-2081073,Stroud Water Research Center Inc,U21,"Science and Technology Research Institutes, Services",Marine Science and Oceanography,Independent ,"February, 1999",89.17,86.38,93,tel: (610) 268-2153,http://www.stroudcenter.org/,970 Spencer Road,Avondale,PA,19311
91-0880684,Student Conservation Association Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"March, 1965",80.49,72.71,96,tel: (888) 722-9675,http://www.thesca.org/,4245 North Fairfax Drive,Arlington,VA,22203
71-0629392,Student Mobilization Inc,X21,"Religion-Related, Spiritual Development",Protestant,Independent ,"June, 1987",83.79,93.56,78,tel: (888) 467-8866,http://www.stumo.org,P.O. Box 567,Conway,AR,72033
13-3392965,Student Sponsor Partnership Inc,B95,[Not Provided by IRS],[Not Provided by IRS],Independent ,"February, 1988",87.83,86.78,89,tel: (212) 986-9575,http://www.sspnyc.org,424 Madison Avenue,New York,NY,10017
52-1576352,Students For Life Of America Inc,R62,"Civil Rights, Social Action, Advocacy",Right to Life,Independent ,"March, 1991",81.9,76.9,89,tel: (540) 834-4600,http://www.studentsforlife.org,9900 Courthouse Road,Spotsylvania,VA,22553
77-0410440,Students International,Q22,"International, Foreign Affairs and National Security",International Student Exchange and Aid,Independent ,"March, 1995",91.24,89.79,93,tel: (559) 627-8923,http://stint.com/,P.O. Box 2733,Visalia,CA,93279
95-4430502,Students Run America,O50,Youth Development,"Youth Development Programs, Other",Independent ,"August, 1993",97.87,97,100,tel: (818) 654-3360,http://www.srla.org/,5252 Crebs Avenue,Tarzana,CA,91356
13-3003112,Studio In A School Association,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"February, 1980",86.88,85.07,89,tel: (212) 765-5900,http://www.studioinaschool.org,410 West 59th Street,New York,NY,10019
52-2148976,Sudan Relief Fund Inc,Q30,"International, Foreign Affairs and National Security","International Development, Relief Services",Independent ,"April, 1999",87.27,82,100,tel: (888) 488-0348,http://www.sudanreliefund.com,P.O. Box 7084,Merriffield,VA,22116
23-7356002,Suffolk County Police Athletic League Inc,O20,Youth Development,"Youth Centers, Clubs, Multipurpose",Independent ,"March, 1974",71.84,73.82,70,tel: (631) 852-6109,http://www.suffolkpal.com/index2.php,30 Yaphank Avenue,Yaphank,NY,11980
59-3229898,I M Sulzbacher Center For The Homeless Inc,L20,"Housing, Shelter","Housing Development, Construction, Management",Independent ,"July, 1994",90.7,92.81,89,tel: (904) 394-8090,http://www.sulzbachercenter.org,611 East Adams Street,Jacksonville,FL,32202
20-2772242,Summer Camp Opportunities Promote Education Inc,O12,Youth Development,Fund Raising and/or Fund Distribution,Independent ,"July, 2005",67.49,55.37,89,tel: (646) 278-4558,http://www.scope-ny.org,253 West 35th Street,New York,NY,10001
68-0200138,Summer Search,J20,"Employment, Job-Related","Employment Procurement Assistance, Job Training",Independent ,"January, 1990",85.66,80.13,96,tel: (415) 362-5225,http://www.summersearch.org,101 Howard Street,San Francisco,CA,94105
41-0908458,Summit Academy Oic,B28,Educational Institutions and Related Activities,Specialized Education Institutions,Independent ,"March, 1967",91.58,95.46,89,tel: (612) 377-0150,http://www.saoic.org,935 Olson Memorial Highway,Minneapolis,MN,55405
22-1829502,Summit Speech School,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"June, 1970",80.73,73.05,96,tel: (908) 508-0495,http://www.summitspeech.org/,705 Central Avenue,New Providence,NJ,7974
86-0138459,Sun Angel Foundation Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"October, 1954",80.62,85.12,77,tel: (480) 727-7700,http://www.sundevilclub.com,P.O. Box 872205,Tempe,AZ,85287
23-7113276,Sun Valley Center For The Arts And Humanities,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"June, 1971",75.99,84.11,70,tel: (208) 726-9491,http://sunvalleycenter.org/,"The Center, Ketchum",Sun Valley,ID,83353
23-7174193,Suncoast Humane Society Inc,D20,Animal-Related,Animal Protection and Welfare,Independent ,"March, 1972",93.53,94.12,93,tel: (941) 474-7884,http://www.humane.org/,6781 San Casa Drive,Englewood,FL,34224
23-7271061,Suncoast Seabird Sanctuary Inc,D32,Animal-Related,"Bird Sanctuary, Preserve",Independent ,"December, 1973",48.36,58.37,40,tel: (727) 391-6211,http://www.seabirdsanctuary.com/,18328 Gulf Boulevard,Indian Shores,FL,33785
87-0361394,Sundance Institute,A31,"Arts, Culture and Humanities","Film, Video",Independent ,"February, 1981",89.63,90.31,89,tel: (310) 360-1981,http://www.sundance.org/,5900 Wilshire Boulevard,Los Angeles,CA,90036
51-0073080,Sunday Breakfast Mission Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"October, 1993",76.01,74.18,78,tel: (877) 306-4663,http://www.sundaybreakfastmission.org/,110 N. Poplar Street,Wilmington,DE,19801
23-1352558,Sunday Breakfast Association Inc,P60,Human Services - Multipurpose and Other,"Emergency Assistance (Food, Clothing, Cash)",Independent ,"March, 1942",76.85,67.52,96,tel: (215) 922-6400,http://www.sundaybreakfast.org,302 North Thirteenth Street,Philadelphia,PA,19107
48-0918698,Sunflower House,I72,"Crime, Legal-Related","Child Abuse, Prevention of",Independent ,"March, 1982",81.71,74.45,96,tel: (913) 631-5800,http://www.sunflowerhouse.org/,15440 West 65th Street,Shawnee,KS,66217
20-3903427,Sunlight Foundation,W20,"Public, Society Benefit - Multipurpose and Other",Government and Public Administration,Independent ,"June, 2006",91.83,90.81,93,tel: (202) 742-1520,http://sunlightfoundation.com/,"1818 N Street, NW",Washington,DC,20036
74-1260706,Sunny Glen Childrens Home,P70,Human Services - Multipurpose and Other,"Residential, Custodial Care",Independent ,"August, 1973",84.92,80.24,92,tel: (956) 399-5356,http://www.sunnyglen.org/,2385 West Expressway 83,San Benito,TX,78586
94-1713897,Sunnyvale Community Services,P60,Human Services - Multipurpose and Other,"Emergency Assistance (Food, Clothing, Cash)",Independent ,"September, 1970",94.48,96.57,93,tel: (408) 738-4321,http://www.svcommunityservices.org,725 Kifer Road,Sunnyvale,CA,94086
93-0429354,Sunshine Division Portland Police Dept,I60,"Crime, Legal-Related",Law Enforcement Agencies (Police Departments),Independent ,"March, 1967",94.11,95.51,93,tel: (503) 823-2131,http://www.sunshinedivision.org/,687 N Thompson Street,Portland,OR,97227
23-2044056,Sunshine Foundation,T20,"Philanthropy, Voluntarism and Grantmaking Foundations",Private Grantmaking Foundations,Independent ,"October, 1977",79.39,70.86,100,tel: (800) 767-1976,http://www.sunshinefoundation.org,1041 Mill Creek Drive,Feasterville,PA,19053
76-0020802,Sunshine Kids Foundation,E86,Health - General and Rehabilitative,"Patient Services - Entertainment, Recreation",Independent ,"August, 1982",86.08,80.32,100,tel: (800) 594-5756,http://www.sunshinekids.org,2814 Virginia Street,Houston,TX,77098
43-0896665,Sunshine Ministries Inc,P28,Human Services - Multipurpose and Other,"Neighborhood Centers, Settlement Houses",Independent ,"July, 1942",75.02,72.36,78,tel: (314) 231-8209,http://www.sunshineministries.org/,1520 North Thirteenth Street,St. Louis,MO,63106
82-0397940,Sunvalley Summer Symphony Inc,A61,"Arts, Culture and Humanities",Performing Arts Centers,Independent ,"October, 1985",85.06,90.76,81,tel: (208) 622-5607,http://www.svsummersymphony.org/,120 North 2nd Avenue,Ketchum,ID,83340
59-1798262,Associated Christian Television System Inc,X82,"Religion-Related, Spiritual Development",Religious Television,Central ,"January, 2002",49.02,66.82,36,tel: (800) 720-1940,http://www.wacxtv.com,285 West Central Parkway,Altamonte Springs,FL,32714
23-2048664,Support Center For Child Advocates,I72,"Crime, Legal-Related","Child Abuse, Prevention of",Independent ,"February, 1978",92.08,89.55,96,tel: (267) 546-9200,http://www.advokid.org,1900 Cherry Street,Philadelphia,PA,19103
94-2937281,First Resort,E40,Health - General and Rehabilitative,Reproductive Health Care Facilities and Allied Services,Independent ,"July, 1984",73.24,73.5,73,tel: (510) 569-1200,http://www.supportcircle.org/,"1933 Davis Street, Suite 200-B",San Leandro,CA,94577
20-3051279,Support The Enlisted Project Inc,W30,"Public, Society Benefit - Multipurpose and Other","Military, Veterans' Organizations",Independent ,"March, 2014",78.81,70.04,100,tel: (858) 695-6810,http://www.stepsocal.org,7128 Miramar Road,San Diego,CA,92121
13-3755149,Supportive Housing Network Of New Y York Inc,L23,[Not Provided by IRS],[Not Provided by IRS],Independent ,"September, 1994",84.63,81.26,89,tel: (646) 619-9640,http://shnny.org/,247 W. 37th Street,New York,NY,10018
23-7420574,Supreme Court Historical Society The Society,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"December, 1974",80.44,79.91,81,tel: (202) 543-0400,http://www.supremecourthistory.org/,"224 East Capitol Street, NE",Washington,DC,20003
95-3941826,Surfrider Foundation,C60,"Environmental Quality, Protection and Beautification",Environmental Education and Outdoor Survival Programs,Independent ,"April, 1990",85.65,80.11,96,tel: (949) 492-8170,http://www.surfrider.org/,942 Calle Negocio,San Clemente,CA,92673
23-2610145,Surrey Services For Seniors Inc,P81,Human Services - Multipurpose and Other,"Senior Centers, Services",Independent ,"August, 1990",95.37,94.82,96,tel: (610) 647-6404,http://www.surreyservices.org,60 Surrey Way,Devon,PA,19333
65-0583089,Susan B Anthony Center Inc,P43,Human Services - Multipurpose and Other,"Family Violence Shelters, Services",Independent ,"May, 1996",85.87,83.33,89,tel: (954) 733-6068,http://susanbanthonycenter.org/,1633 Poinciana Drive,Pemboke Pines,FL,33025
75-1835298,Susan G Komen Breast Cancer Foundation,G32,[Not Provided by IRS],[Not Provided by IRS],Central ,"June, 1992",78.97,70.53,96,tel: (877) 465-6636,http://www.komen.org,5005 LBJ Freeway,Dallas,TX,75244
24-0795397,Boy Scouts Of America,O41,Youth Development,Boy Scouts of America,Subordinate ,"November, 1965",78.52,80.16,77,tel: (800) 647-4510,http://councils.scouting.org/council533,815 Northway Road,Williamsport,PA,17701
94-3232437,Sustainable Conservation,C01,"Environmental Quality, Protection and Beautification",Alliance/Advocacy Organizations,Independent ,"September, 1996",92.87,89.93,100,tel: (415) 977-0380,http://www.suscon.org,98 Battery Street,San Francisco,CA,94111
74-2441468,Sustainable Food Center Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"February, 1987",92.15,98.58,89,tel: (512) 236-0074,http://www.sustainablefoodcenter.org/,2921 East Seventeenth Street,Austin,TX,78702
43-2023182,Sustainable Harvest International,C60,"Environmental Quality, Protection and Beautification",Environmental Education and Outdoor Survival Programs,Independent ,"December, 2003",84.98,78.77,100,tel: (207) 669-8254,http://www.sustainableharvest.org/,104 Main Street,Ellsworth,ME,4605
93-1152222,Sustainable Northwest,S21,"Community Improvement, Capacity Building",Community Coalitions,Independent ,"January, 1995",75.46,67.09,89,tel: (503) 221-6911,http://www.sustainablenorthwest.org/,813 Southwest Alder Street,Portland,OR,97205
02-0535999,Sustainable South Bronx,S31,"Community Improvement, Capacity Building","Urban, Community Economic Development",Independent ,"August, 2003",73.98,64.89,89,tel: (646) 400-5430,http://www.ssbx.org/,1231 Lafayette Avenue,Bronx,NY,10474
23-1352683,Swarthmore College,B42,Educational Institutions and Related Activities,Undergraduate College (4-year),Independent ,"March, 1950",87.47,86.11,89,tel: (800) 525-8622,http://www.swarthmore.edu,500 College Avenue,Swarthmore,PA,19081
36-2212715,Sword Of The Lord Foundation,X83,"Religion-Related, Spiritual Development","Religious Printing, Publishing",Independent ,"June, 1955",63.94,76.02,55,tel: (800) 247-9673,http://www.swordofthelord.com,P.O. Box 1099,Murfreesboro,TN,37133
58-1806334,Augusta Symphony Inc,A69,"Arts, Culture and Humanities",Symphony Orchestras,Independent ,"March, 1989",65.35,64.72,66,tel: (706) 826-4719,http://soaugusta.org/,1301 Greene Street,Augusta,GA,30901
32-0083030,Symphony Silicon Valley,A69,"Arts, Culture and Humanities",Symphony Orchestras,Independent ,"March, 2004",84.73,81.43,89,tel: (408) 286-2600,http://www.symphonysiliconvalley.org,325 South First Street,San Jose,CA,95113
13-2941455,Symphony Space Inc,[Not Provided by IRS],[Not Provided by IRS],[Not Provided by IRS],Independent ,"August, 1978",83.2,77.3,93,tel: (212) 864-1414,http://www.symphonyspace.org/,2537 Broadway,New York,NY,10025
13-3392006,Synergos Institute Inc,Q30,"International, Foreign Affairs and National Security","International Development, Relief Services",Independent ,"April, 1987",98.68,98.14,100,tel: (646) 963-2100,http://www.synergos.org,3 East 54th Street,New York,NY,10022
15-0532081,Syracuse University,B43,Educational Institutions and Related Activities,University or Technological Institute,Independent ,"October, 1938",89.03,89.07,89,tel: (877) 247-6978,http://www.syr.edu,820 Comstock Avenue,Syracuse,NY,13244
51-0180178,T J Martell Foundation,H12,Medical Research,Fund Raising and/or Fund Distribution,Independent ,"January, 1976",85.14,80.58,92,tel: (646) 841-1394,http://www.tjmartell.org,40 Worth Street,New York,NY,10013
22-3646125,Table To Table Inc,K30,"Food, Agriculture and Nutrition","Food Service, Free Food Distribution Programs",Independent ,"June, 1999",98.07,97.28,100,tel: (201) 444-5500,http://www.tabletotable.org,P.O. Box 1051,Englewood Cliffs,NJ,7632
75-6061186,Taca Inc,A60,"Arts, Culture and Humanities",Performing Arts Organizations,Independent ,"September, 1967",80.1,82.46,78,tel: (214) 520-3930,http://www.taca-arts.org/,One Arts Plaza,Dallas,TX,75201
33-0523542,Taco Bell Foundation Inc,Z99,Unknown,Unknown,Independent ,"July, 1993",81.42,96.26,74,NaN,http://www.tacobellfoundation.org/,One Glen Bell Way,Irvine,CA,92618
91-0697444,Tacoma Art Museum Tacoma Wa,A51,"Arts, Culture and Humanities",Art Museums,Independent ,"November, 1964",85.3,80.43,93,tel: (253) 272-4258,http://www.tacomaartmuseum.org,1701 Pacific Avenue,Tacoma,WA,98402
13-3311294,Tada Theatre And Dance Alliance Inc,A6E,"Arts, Culture and Humanities",Performing Arts Schools,Independent ,"December, 1985",72.72,71.5,74,tel: (212) 252-1619,http://tadatheater.com/,15 West 28th Street,New York,NY,10001
91-1731833,Technology Access Foundation,S80,"Community Improvement, Capacity Building",Community Service Clubs,Independent ,"January, 1997",80.84,75.25,89,tel: (206) 725-9095,http://techaccess.org/,605 SW 108th Street,Seattle,WA,98146
06-0646921,Taft School Corporation,B25,Educational Institutions and Related Activities,"Secondary, High School",Independent ,"November, 1990",87.03,89.46,85,tel: (800) 959-8238,http://www.taftschool.org/,110 Woodbury Road,Watertown,CT,6795
